ipsource,entropy ipdest,entropy portdst,ipdest,portdest,Num de cluster
62.16.61.233,-0.0,-0.0,['193.194.76.244'],[23],1
62.162.127.182,-0.0,-0.0,['193.194.76.243'],[23],1
62.169.254.90,-0.0,-0.0,['193.194.76.235'],[8080],1
62.173.138.240,4.584962500721156,-0.0,"['193.194.76.240', '193.194.76.230', '193.194.76.233', '193.194.76.235', '193.194.76.231', '193.194.76.247', '193.194.76.229', '193.194.76.237', '193.194.76.254', '193.194.76.232', '193.194.76.253', '193.194.76.249', '193.194.76.251', '193.194.76.234', '193.194.76.246', '193.194.76.226', '193.194.76.239', '193.194.76.241', '193.194.76.236', '193.194.76.244', '193.194.76.227', '193.194.76.238', '193.194.76.248', '193.194.76.228']","[443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443, 443]",52
62.183.37.130,-0.0,-0.0,['193.194.76.226'],[23],1
62.219.10.8,4.392317422778761,-0.0,"['193.194.76.225', '193.194.76.244', '193.194.76.247', '193.194.76.246', '193.194.76.238', '193.194.76.228', '193.194.76.237', '193.194.76.234', '193.194.76.235', '193.194.76.222', '193.194.76.227', '193.194.76.245', '193.194.76.249', '193.194.76.226', '193.194.76.251', '193.194.76.248', '193.194.76.229', '193.194.76.250', '193.194.76.232', '193.194.76.224', '193.194.76.230']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",17
62.219.155.79,-0.0,-0.0,['193.194.76.251'],[2323],1
62.220.179.240,-0.0,-0.0,['193.194.76.252'],[5555],1
62.240.114.140,-0.0,-0.0,['193.194.76.230'],[81],1
62.244.49.221,-0.0,-0.0,['193.194.76.249'],[8080],1
62.90.187.113,-0.0,-0.0,['193.194.76.243'],[23],1
62.97.173.73,-0.0,-0.0,['193.194.76.238'],[23],1
62.98.178.120,-0.0,-0.0,['193.194.76.232'],[445],1
63.155.81.108,-0.0,-0.0,['193.194.76.231'],[23],1
63.241.180.196,-0.0,-0.0,['193.194.76.254'],[445],1
64.17.20.1,-0.0,-0.0,['193.194.76.237'],[445],1
64.190.104.150,1.0,-0.0,"['193.194.76.224', '193.194.76.244']","[23, 23]",8
64.190.4.106,2.584962500721156,-0.0,"['193.194.76.232', '193.194.76.246', '193.194.76.226', '193.194.76.222', '193.194.76.238', '193.194.76.250']","[23, 23, 23, 23, 23, 23]",39
64.190.4.130,1.584962500721156,-0.0,"['193.194.76.244', '193.194.76.229', '193.194.76.243']","[23, 23, 23]",3
64.190.4.218,-0.0,-0.0,['193.194.76.243'],[23],1
64.190.4.54,3.0,-0.0,"['193.194.76.239', '193.194.76.230', '193.194.76.236', '193.194.76.238', '193.194.76.243', '193.194.76.253', '193.194.76.240', '193.194.76.231']","[23, 23, 23, 23, 23, 23, 23, 23]",48
64.190.4.62,2.0,-0.0,"['193.194.76.234', '193.194.76.232', '193.194.76.253', '193.194.76.240']","[23, 23, 23, 23]",20
64.190.4.82,2.584962500721156,-0.0,"['193.194.76.244', '193.194.76.237', '193.194.76.233', '193.194.76.239', '193.194.76.235', '193.194.76.245']","[23, 23, 23, 23, 23, 23]",39
64.190.4.94,-0.0,-0.0,['193.194.76.251'],[23],1
64.32.6.145,2.584962500721156,-0.0,"['193.194.76.248', '193.194.76.228', '193.194.76.238', '193.194.76.222', '193.194.76.251', '193.194.76.226']","[445, 445, 445, 445, 445, 445]",39
64.42.178.210,2.584962500721156,-0.0,"['193.194.76.224', '193.194.76.251', '193.194.76.226', '193.194.76.235', '193.194.76.225', '193.194.76.252']","[445, 445, 445, 445, 445, 445]",39
65.50.252.27,2.321928094887362,-0.0,"['193.194.76.222', '193.194.76.239', '193.194.76.226', '193.194.76.254', '193.194.76.234']","[445, 445, 445, 445, 445]",13
66.110.120.2,2.0,-0.0,"['193.194.76.235', '193.194.76.229', '193.194.76.240', '193.194.76.223']","[445, 445, 445, 445]",20
66.177.236.60,-0.0,-0.0,['193.194.76.241'],[81],1
66.185.19.6,1.0,-0.0,"['193.194.76.229', '193.194.76.223']","[445, 445]",8
66.214.125.12,2.321928094887362,-0.0,"['193.194.76.231', '193.194.76.235', '193.194.76.232', '193.194.76.252', '193.194.76.223']","[445, 445, 445, 445, 445]",13
66.240.205.34,3.7622673906514943,3.5670402169265785,"['193.194.76.247', '193.194.76.239', '193.194.76.239', '193.194.76.234', '193.194.76.245', '193.194.76.244', '193.194.76.247', '193.194.76.245', '193.194.76.235', '193.194.76.236', '193.194.76.250', '193.194.76.224', '193.194.76.228', '193.194.76.244', '193.194.76.252', '193.194.76.249', '193.194.76.238', '193.194.76.241', '193.194.76.241', '193.194.76.226', '193.194.76.245', '193.194.76.239', '193.194.76.238']","[60129, 80, 443, 8080, 4664, 1177, 5555, 9633, 4282, 54984, 60129, 80, 4282, 1177, 1177, 80, 1515, 9633, 1177, 80, 2404, 1800, 12345]",56
66.240.219.146,2.5216406363433186,2.807354922057604,"['193.194.76.232', '193.194.76.233', '193.194.76.241', '193.194.76.229', '193.194.76.233', '193.194.76.224', '193.194.76.244']","[55553, 2628, 8889, 4063, 3001, 5858, 5560]",45
66.240.236.119,3.75,4.0,"['193.194.76.242', '193.194.76.227', '193.194.76.235', '193.194.76.245', '193.194.76.238', '193.194.76.232', '193.194.76.228', '193.194.76.252', '193.194.76.236', '193.194.76.236', '193.194.76.226', '193.194.76.233', '193.194.76.241', '193.194.76.231', '193.194.76.249', '193.194.76.242']","[1024, 3542, 3001, 993, 5555, 3306, 5901, 19, 5577, 11300, 7548, 3389, 21025, 8090, 1723, 9443]",77
66.244.74.1,4.584962500721156,-0.0,"['193.194.76.228', '193.194.76.229', '193.194.76.250', '193.194.76.227', '193.194.76.243', '193.194.76.231', '193.194.76.242', '193.194.76.235', '193.194.76.248', '193.194.76.245', '193.194.76.226', '193.194.76.247', '193.194.76.253', '193.194.76.225', '193.194.76.233', '193.194.76.230', '193.194.76.241', '193.194.76.239', '193.194.76.223', '193.194.76.249', '193.194.76.244', '193.194.76.246', '193.194.76.251', '193.194.76.254']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",52
66.70.238.251,-0.0,-0.0,['193.194.76.238'],[445],1
67.161.34.254,-0.0,-0.0,['193.194.76.230'],[80],1
67.162.97.65,-0.0,-0.0,['193.194.76.253'],[23],1
67.200.151.42,-0.0,-0.0,['193.194.76.225'],[23],1
67.21.86.26,3.8073549220576055,-0.0,"['193.194.76.227', '193.194.76.245', '193.194.76.226', '193.194.76.253', '193.194.76.231', '193.194.76.225', '193.194.76.248', '193.194.76.234', '193.194.76.249', '193.194.76.239', '193.194.76.254', '193.194.76.238', '193.194.76.228', '193.194.76.250']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",57
67.222.136.239,1.584962500721156,-0.0,"['193.194.76.252', '193.194.76.235', '193.194.76.228']","[445, 445, 445]",3
67.229.56.67,-0.0,-0.0,['193.194.76.225'],[19150],1
67.229.56.68,-0.0,1.584962500721156,"['193.194.76.237', '193.194.76.237', '193.194.76.237']","[8886, 1688, 55555]",35
67.85.210.1,-0.0,-0.0,['193.194.76.247'],[81],1
68.114.85.52,-0.0,-0.0,['193.194.76.238'],[9000],1
68.171.157.231,4.321928094887363,-0.0,"['193.194.76.229', '193.194.76.252', '193.194.76.248', '193.194.76.242', '193.194.76.249', '193.194.76.233', '193.194.76.244', '193.194.76.243', '193.194.76.232', '193.194.76.225', '193.194.76.231', '193.194.76.235', '193.194.76.228', '193.194.76.254', '193.194.76.234', '193.194.76.240', '193.194.76.239', '193.194.76.237', '193.194.76.236', '193.194.76.246']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",17
68.173.7.164,-0.0,-0.0,"['193.194.76.232', '193.194.76.232']","[5555, 5555]",1
68.183.203.154,2.0,-0.0,"['193.194.76.222', '193.194.76.223', '193.194.76.241', '193.194.76.235']","[22, 22, 22, 22]",20
68.183.203.155,-0.0,-0.0,['193.194.76.222'],[22],1
68.183.205.154,1.0,-0.0,"['193.194.76.244', '193.194.76.230']","[23, 23]",8
68.183.205.160,-0.0,-0.0,['193.194.76.243'],[23],1
68.183.38.190,-0.0,-0.0,"['193.194.76.254', '193.194.76.254', '193.194.76.254']","[2480, 2480, 2480]",1
68.183.87.143,-0.0,-0.0,['193.194.76.222'],[23],1
68.184.86.23,-0.0,-0.0,['193.194.76.230'],[23],1
68.199.218.110,-0.0,-0.0,['193.194.76.244'],[23],1
68.232.62.69,-0.0,-0.0,['193.194.76.228'],[23],1
68.39.30.29,-0.0,-0.0,['193.194.76.254'],[22],1
68.52.92.160,-0.0,-0.0,['193.194.76.234'],[81],1
69.172.214.4,1.0,-0.0,"['193.194.76.233', '193.194.76.234']","[445, 445]",8
69.172.84.62,2.0,-0.0,"['193.194.76.236', '193.194.76.247', '193.194.76.237', '193.194.76.244']","[445, 445, 445, 445]",20
69.175.97.170,-0.0,-0.0,['193.194.76.233'],[2082],1
69.175.97.173,-0.0,-0.0,['193.194.76.254'],[2222],1
69.175.97.174,-0.0,-0.0,['193.194.76.236'],[8000],1
69.42.81.68,2.584962500721156,-0.0,"['193.194.76.237', '193.194.76.230', '193.194.76.246', '193.194.76.236', '193.194.76.239', '193.194.76.235']","[445, 445, 445, 445, 445, 445]",39
70.15.221.9,-0.0,-0.0,['193.194.76.241'],[23],1
70.181.201.176,-0.0,-0.0,['193.194.76.251'],[5555],1
70.45.136.221,-0.0,-0.0,['193.194.76.239'],[23],1
70.45.163.164,-0.0,-0.0,['193.194.76.226'],[23],1
70.48.209.157,-0.0,-0.0,['193.194.76.240'],[5555],1
70.66.150.103,-0.0,-0.0,"['193.194.76.231', '193.194.76.231']","[2004, 2004]",1
71.168.189.2,-0.0,-0.0,['193.194.76.235'],[23],1
71.191.144.144,1.0,-0.0,"['193.194.76.237', '193.194.76.233']","[23, 23]",8
71.198.252.97,-0.0,-0.0,['193.194.76.246'],[23],1
71.6.135.131,2.5216406363433186,2.807354922057604,"['193.194.76.243', '193.194.76.233', '193.194.76.247', '193.194.76.229', '193.194.76.242', '193.194.76.237', '193.194.76.247']","[3780, 88, 5938, 23, 8889, 2081, 2121]",45
71.6.142.80,1.0,1.0,"['193.194.76.244', '193.194.76.230']","[111, 2083]",7
71.6.142.81,-0.0,-0.0,['193.194.76.231'],[1434],1
71.6.143.92,4.0,-0.0,"['193.194.76.250', '193.194.76.239', '193.194.76.226', '193.194.76.252', '193.194.76.223', '193.194.76.238', '193.194.76.225', '193.194.76.242', '193.194.76.230', '193.194.76.254', '193.194.76.236', '193.194.76.237', '193.194.76.241', '193.194.76.249', '193.194.76.248', '193.194.76.222']","[80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80]",37
71.6.146.130,3.0,3.0,"['193.194.76.249', '193.194.76.250', '193.194.76.246', '193.194.76.239', '193.194.76.248', '193.194.76.253', '193.194.76.228', '193.194.76.242']","[7548, 2323, 8333, 9100, 32400, 6664, 50070, 8089]",72
71.6.146.185,3.5724694587701356,4.087462841250339,"['193.194.76.250', '193.194.76.227', '193.194.76.249', '193.194.76.233', '193.194.76.242', '193.194.76.233', '193.194.76.244', '193.194.76.228', '193.194.76.231', '193.194.76.225', '193.194.76.246', '193.194.76.225', '193.194.76.223', '193.194.76.228', '193.194.76.236', '193.194.76.228', '193.194.76.251']","[9306, 2067, 444, 7777, 1883, 2379, 11300, 5900, 1024, 9042, 113, 4064, 13579, 4949, 9943, 1400, 80]",18
71.6.146.186,2.94770277922009,3.169925001442312,"['193.194.76.227', '193.194.76.234', '193.194.76.243', '193.194.76.232', '193.194.76.231', '193.194.76.222', '193.194.76.253', '193.194.76.226', '193.194.76.234']","[2087, 20547, 10000, 8069, 16010, 9443, 55553, 21, 2455]",31
71.6.147.254,2.6416041678685933,3.169925001442312,"['193.194.76.253', '193.194.76.252', '193.194.76.233', '193.194.76.243', '193.194.76.252', '193.194.76.252', '193.194.76.247', '193.194.76.251', '193.194.76.235']","[636, 789, 2181, 12345, 3689, 465, 873, 9600, 2480]",10
71.6.158.166,3.2516291673878226,3.584962500721156,"['193.194.76.253', '193.194.76.244', '193.194.76.227', '193.194.76.254', '193.194.76.225', '193.194.76.223', '193.194.76.225', '193.194.76.244', '193.194.76.249', '193.194.76.243', '193.194.76.248', '193.194.76.231']","[88, 2121, 27017, 6000, 23424, 9002, 80, 37, 23023, 8083, 7634, 5858]",40
71.6.167.142,3.5465935642949384,3.7004397181410926,"['193.194.76.243', '193.194.76.233', '193.194.76.252', '193.194.76.241', '193.194.76.238', '193.194.76.253', '193.194.76.232', '193.194.76.230', '193.194.76.232', '193.194.76.245', '193.194.76.228', '193.194.76.231', '193.194.76.239']","[8098, 8090, 9869, 1234, 51106, 6000, 443, 21, 55443, 11300, 104, 7071, 25565]",56
71.6.199.23,3.4713544870139286,4.142664355548848,"['193.194.76.248', '193.194.76.245', '193.194.76.237', '193.194.76.237', '193.194.76.240', '193.194.76.227', '193.194.76.246', '193.194.76.226', '193.194.76.239', '193.194.76.245', '193.194.76.226', '193.194.76.247', '193.194.76.239', '193.194.76.225', '193.194.76.225', '193.194.76.245', '193.194.76.243', '193.194.76.247', '193.194.76.235']","[2376, 10554, 3460, 2222, 444, 9200, 8126, 587, 4064, 1025, 443, 9943, 1777, 3542, 8001, 3460, 53, 8086, 16010]",18
71.6.232.4,4.087462841250339,-0.0,"['193.194.76.245', '193.194.76.254', '193.194.76.233', '193.194.76.238', '193.194.76.235', '193.194.76.237', '193.194.76.236', '193.194.76.229', '193.194.76.226', '193.194.76.249', '193.194.76.230', '193.194.76.247', '193.194.76.250', '193.194.76.224', '193.194.76.239', '193.194.76.240', '193.194.76.228']","[8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080, 8080]",37
71.6.232.5,3.584962500721156,-0.0,"['193.194.76.243', '193.194.76.250', '193.194.76.247', '193.194.76.226', '193.194.76.254', '193.194.76.234', '193.194.76.222', '193.194.76.224', '193.194.76.246', '193.194.76.249', '193.194.76.237', '193.194.76.245']","[53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53, 53]",2
71.6.232.7,2.321928094887362,-0.0,"['193.194.76.227', '193.194.76.237', '193.194.76.236', '193.194.76.250', '193.194.76.222']","[443, 443, 443, 443, 443]",13
72.11.134.17,1.584962500721156,-0.0,"['193.194.76.248', '193.194.76.250', '193.194.76.247']","[445, 445, 445]",3
72.200.90.36,-0.0,-0.0,['193.194.76.233'],[23],1
72.49.131.93,-0.0,-0.0,['193.194.76.226'],[9000],1
72.78.76.28,-0.0,-0.0,['193.194.76.231'],[23],1
73.32.67.247,-0.0,-0.0,['193.194.76.243'],[9000],1
74.218.235.200,-0.0,-0.0,['193.194.76.225'],[23],1
74.221.64.2,-0.0,-0.0,['193.194.76.241'],[23],1
74.72.2.107,-0.0,-0.0,['193.194.76.228'],[5555],1
74.82.47.14,-0.0,1.0,"['193.194.76.230', '193.194.76.230']","[8080, 445]",11
74.82.47.17,-0.0,-0.0,['193.194.76.238'],[8080],1
74.82.47.2,-0.0,-0.0,['193.194.76.225'],[445],1
74.82.47.33,-0.0,-0.0,['193.194.76.222'],[445],1
74.82.47.36,-0.0,-0.0,['193.194.76.226'],[445],1
74.82.47.37,1.0,1.0,"['193.194.76.228', '193.194.76.237']","[8080, 445]",7
74.82.47.52,-0.0,-0.0,['193.194.76.253'],[445],1
74.82.47.54,-0.0,-0.0,['193.194.76.233'],[8080],1
74.82.47.55,-0.0,-0.0,['193.194.76.231'],[445],1
74.82.47.8,-0.0,-0.0,['193.194.76.253'],[8080],1
74.98.236.5,-0.0,-0.0,['193.194.76.245'],[445],1
75.187.54.30,-0.0,-0.0,['193.194.76.230'],[5555],1
76.169.76.172,-0.0,-0.0,['193.194.76.245'],[23],1
76.210.251.205,-0.0,-0.0,['193.194.76.240'],[81],1
76.255.198.189,-0.0,-0.0,['193.194.76.227'],[2323],1
77.107.41.186,-0.0,-0.0,['193.194.76.239'],[23],1
77.159.91.131,-0.0,-0.0,['193.194.76.240'],[23],1
77.183.141.63,-0.0,-0.0,['193.194.76.230'],[5555],1
77.211.23.60,-0.0,-0.0,['193.194.76.244'],[23],1
77.222.115.244,-0.0,-0.0,"['193.194.76.244', '193.194.76.244', '193.194.76.244']","[445, 445, 445]",1
77.222.125.3,-0.0,-0.0,['193.194.76.229'],[5555],1
77.245.188.63,-0.0,-0.0,['193.194.76.251'],[5555],1
77.247.109.131,5.0,-0.0,"['193.194.76.253', '193.194.76.251', '193.194.76.254', '193.194.76.246', '193.194.76.231', '193.194.76.250', '193.194.76.225', '193.194.76.241', '193.194.76.228', '193.194.76.224', '193.194.76.226', '193.194.76.239', '193.194.76.232', '193.194.76.252', '193.194.76.223', '193.194.76.244', '193.194.76.240', '193.194.76.230', '193.194.76.249', '193.194.76.243', '193.194.76.227', '193.194.76.242', '193.194.76.237', '193.194.76.238', '193.194.76.245', '193.194.76.236', '193.194.76.229', '193.194.76.235', '193.194.76.233', '193.194.76.248', '193.194.76.234', '193.194.76.247']","[5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038, 5038]",5
77.247.109.30,4.963130326197478,1.1122515287934494,"['193.194.76.253', '193.194.76.245', '193.194.76.249', '193.194.76.254', '193.194.76.237', '193.194.76.244', '193.194.76.250', '193.194.76.229', '193.194.76.248', '193.194.76.235', '193.194.76.246', '193.194.76.238', '193.194.76.239', '193.194.76.240', '193.194.76.224', '193.194.76.247', '193.194.76.251', '193.194.76.241', '193.194.76.252', '193.194.76.234', '193.194.76.236', '193.194.76.228', '193.194.76.233', '193.194.76.232', '193.194.76.231', '193.194.76.248', '193.194.76.251', '193.194.76.222', '193.194.76.254', '193.194.76.233', '193.194.76.236', '193.194.76.242', '193.194.76.227', '193.194.76.250', '193.194.76.232', '193.194.76.252', '193.194.76.240', '193.194.76.253', '193.194.76.247', '193.194.76.224', '193.194.76.248', '193.194.76.243', '193.194.76.245', '193.194.76.244', '193.194.76.223', '193.194.76.230', '193.194.76.234', '193.194.76.229', '193.194.76.226', '193.194.76.239', '193.194.76.225', '193.194.76.235', '193.194.76.246', '193.194.76.231']","[3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3176, 3269, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748, 3748]",73
77.247.224.38,-0.0,-0.0,['193.194.76.236'],[80],1
77.42.105.116,-0.0,-0.0,['193.194.76.245'],[23],1
77.42.107.186,-0.0,-0.0,['193.194.76.248'],[23],1
77.42.110.167,-0.0,-0.0,['193.194.76.250'],[23],1
77.42.111.26,-0.0,-0.0,['193.194.76.234'],[23],1
77.42.115.5,-0.0,-0.0,['193.194.76.249'],[23],1
77.42.116.125,-0.0,-0.0,['193.194.76.242'],[23],1
77.42.116.163,-0.0,-0.0,['193.194.76.254'],[2323],1
77.42.120.149,-0.0,-0.0,['193.194.76.249'],[23],1
77.42.123.226,-0.0,-0.0,['193.194.76.240'],[23],1
77.42.125.37,-0.0,-0.0,['193.194.76.240'],[23],1
77.42.74.220,-0.0,-0.0,['193.194.76.243'],[23],1
77.43.165.214,-0.0,-0.0,['193.194.76.250'],[23],1
77.43.224.232,-0.0,-0.0,['193.194.76.229'],[23],1
77.43.248.216,-0.0,-0.0,['193.194.76.225'],[23],1
77.53.184.171,-0.0,-0.0,['193.194.76.230'],[23],1
77.53.220.136,1.584962500721156,-0.0,"['193.194.76.241', '193.194.76.250', '193.194.76.249']","[23, 23, 23]",3
77.65.11.62,-0.0,-0.0,['193.194.76.254'],[23],1
77.75.94.234,-0.0,-0.0,"['193.194.76.243', '193.194.76.243', '193.194.76.243', '193.194.76.243', '193.194.76.243', '193.194.76.243', '193.194.76.243', '193.194.76.243', '193.194.76.243', '193.194.76.243', '193.194.76.243', '193.194.76.243']","[80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80, 80]",1
77.77.213.170,-0.0,-0.0,['193.194.76.228'],[80],1
78.101.233.109,-0.0,-0.0,['193.194.76.226'],[2323],1
78.142.19.175,-0.0,-0.0,['193.194.76.233'],[81],1
78.151.113.98,-0.0,-0.0,['193.194.76.248'],[23],1
78.183.156.19,1.584962500721156,0.9182958340544896,"['193.194.76.241', '193.194.76.246', '193.194.76.254']","[2323, 23, 23]",36
78.186.125.244,-0.0,-0.0,['193.194.76.227'],[23],1
78.187.235.44,-0.0,-0.0,['193.194.76.228'],[23],1
78.188.2.251,-0.0,-0.0,['193.194.76.253'],[23],1
78.188.205.195,-0.0,-0.0,['193.194.76.246'],[23],1
78.189.111.8,-0.0,-0.0,['193.194.76.231'],[23],1
78.189.146.241,-0.0,-0.0,['193.194.76.244'],[8080],1
78.189.155.87,-0.0,-0.0,['193.194.76.229'],[8080],1
78.189.46.200,-0.0,-0.0,"['193.194.76.223', '193.194.76.223', '193.194.76.223', '193.194.76.223']","[23, 23, 23, 23]",1
78.204.123.164,-0.0,-0.0,"['193.194.76.237', '193.194.76.237']","[22, 22]",1
78.26.147.150,-0.0,-0.0,['193.194.76.235'],[23],1
78.29.126.75,-0.0,-0.0,['193.194.76.235'],[23],1
78.30.243.3,1.0,-0.0,"['193.194.76.233', '193.194.76.254']","[23, 23]",8
78.30.40.68,-0.0,-0.0,['193.194.76.238'],[22],1
78.41.183.85,-0.0,-0.0,['193.194.76.236'],[2323],1
78.41.25.76,-0.0,-0.0,['193.194.76.249'],[23],1
78.84.35.65,-0.0,-0.0,['193.194.76.253'],[5555],1
78.85.93.82,-0.0,-0.0,['193.194.76.229'],[22],1
78.94.14.122,-0.0,-0.0,['193.194.76.253'],[22],1
79.100.87.85,4.984769618706744,-0.0,"['193.194.76.222', '193.194.76.224', '193.194.76.226', '193.194.76.228', '193.194.76.230', '193.194.76.232', '193.194.76.234', '193.194.76.236', '193.194.76.238', '193.194.76.223', '193.194.76.225', '193.194.76.227', '193.194.76.229', '193.194.76.231', '193.194.76.233', '193.194.76.235', '193.194.76.237', '193.194.76.240', '193.194.76.242', '193.194.76.244', '193.194.76.246', '193.194.76.248', '193.194.76.252', '193.194.76.254', '193.194.76.250', '193.194.76.239', '193.194.76.241', '193.194.76.243', '193.194.76.245', '193.194.76.247', '193.194.76.249', '193.194.76.251', '193.194.76.253', '193.194.76.228', '193.194.76.236', '193.194.76.240', '193.194.76.231', '193.194.76.243']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",5
79.103.168.180,-0.0,-0.0,['193.194.76.249'],[23],1
79.103.188.14,-0.0,-0.0,"['193.194.76.229', '193.194.76.229']","[23, 23]",1
79.103.37.142,-0.0,-0.0,['193.194.76.236'],[80],1
79.107.145.223,-0.0,-0.0,['193.194.76.237'],[81],1
79.107.151.205,-0.0,-0.0,['193.194.76.223'],[23],1
79.107.159.59,-0.0,-0.0,['193.194.76.235'],[23],1
79.107.188.100,-0.0,-0.0,['193.194.76.229'],[23],1
79.107.197.160,-0.0,-0.0,['193.194.76.238'],[23],1
79.107.201.172,-0.0,-0.0,['193.194.76.243'],[23],1
79.107.204.165,-0.0,-0.0,['193.194.76.238'],[23],1
79.107.207.71,-0.0,-0.0,['193.194.76.241'],[23],1
79.107.210.220,-0.0,-0.0,['193.194.76.251'],[23],1
79.107.231.234,1.0,-0.0,"['193.194.76.254', '193.194.76.237']","[23, 23]",8
79.114.45.162,-0.0,-0.0,['193.194.76.242'],[23],1
79.120.103.138,-0.0,-0.0,['193.194.76.253'],[445],1
79.134.75.233,-0.0,-0.0,['193.194.76.234'],[80],1
79.16.118.226,-0.0,-0.0,['193.194.76.253'],[23],1
79.166.117.216,-0.0,-0.0,"['193.194.76.225', '193.194.76.225']","[23, 23]",1
79.166.129.107,-0.0,-0.0,['193.194.76.231'],[23],1
79.166.195.96,-0.0,-0.0,['193.194.76.238'],[23],1
79.166.77.219,-0.0,-0.0,['193.194.76.243'],[23],1
79.167.119.203,-0.0,-0.0,['193.194.76.225'],[80],1
79.167.99.241,-0.0,-0.0,['193.194.76.228'],[23],1
79.173.193.41,-0.0,-0.0,['193.194.76.253'],[23],1
79.173.216.161,-0.0,-0.0,['193.194.76.240'],[23],1
79.177.234.69,-0.0,-0.0,['193.194.76.247'],[23],1
79.188.250.213,-0.0,-0.0,['193.194.76.222'],[23],1
79.9.143.145,-0.0,-0.0,['193.194.76.252'],[22],1
8.36.251.110,-0.0,-0.0,['193.194.76.252'],[5431],1
80.10.13.184,-0.0,-0.0,['193.194.76.246'],[23],1
80.142.222.151,-0.0,-0.0,['193.194.76.247'],[80],1
80.16.145.107,-0.0,-0.0,['193.194.76.237'],[23],1
80.178.220.162,-0.0,-0.0,['193.194.76.232'],[23],1
80.188.248.126,-0.0,-0.0,['193.194.76.234'],[23],1
80.199.45.94,-0.0,-0.0,['193.194.76.225'],[8443],1
80.20.231.251,-0.0,-0.0,['193.194.76.237'],[23],1
80.211.209.187,3.7004397181410926,-0.0,"['193.194.76.232', '193.194.76.234', '193.194.76.244', '193.194.76.238', '193.194.76.243', '193.194.76.223', '193.194.76.228', '193.194.76.254', '193.194.76.253', '193.194.76.252', '193.194.76.230', '193.194.76.222', '193.194.76.231']","[8545, 8545, 8545, 8545, 8545, 8545, 8545, 8545, 8545, 8545, 8545, 8545, 8545]",2
80.211.219.128,-0.0,-0.0,['193.194.76.243'],[80],1
80.217.191.244,1.0,-0.0,"['193.194.76.240', '193.194.76.226']","[23, 23]",8
80.217.191.90,1.0,-0.0,"['193.194.76.232', '193.194.76.252']","[23, 23]",8
80.217.44.205,-0.0,-0.0,['193.194.76.234'],[5555],1
80.230.114.168,-0.0,-0.0,['193.194.76.241'],[81],1
80.249.81.76,2.807354922057604,-0.0,"['193.194.76.224', '193.194.76.222', '193.194.76.225', '193.194.76.232', '193.194.76.235', '193.194.76.226', '193.194.76.248']","[445, 445, 445, 445, 445, 445, 445]",9
80.250.166.98,3.8073549220576055,-0.0,"['193.194.76.248', '193.194.76.235', '193.194.76.239', '193.194.76.240', '193.194.76.225', '193.194.76.228', '193.194.76.237', '193.194.76.224', '193.194.76.249', '193.194.76.253', '193.194.76.251', '193.194.76.234', '193.194.76.250', '193.194.76.245']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",57
