ipsource,entropy ipdest,entropy portdst,ipdest,portdest,Num de cluster
1.160.89.196,-0.0,-0.0,['193.194.76.253'],[23],1
1.162.220.190,-0.0,-0.0,"['193.194.76.235', '193.194.76.235']","[23, 23]",1
1.164.6.48,-0.0,-0.0,['193.194.76.250'],[23],1
1.165.146.196,-0.0,-0.0,['193.194.76.235'],[23],1
1.165.220.119,1.0,-0.0,"['193.194.76.245', '193.194.76.231']","[23, 23]",8
1.169.10.141,-0.0,-0.0,['193.194.76.222'],[445],1
1.171.38.173,-0.0,-0.0,['193.194.76.225'],[2323],1
1.173.228.23,-0.0,-0.0,['193.194.76.233'],[23],1
1.175.141.106,-0.0,-0.0,['193.194.76.242'],[23],1
1.175.175.78,-0.0,-0.0,['193.194.76.236'],[5555],1
1.186.98.236,1.0,-0.0,"['193.194.76.248', '193.194.76.226']","[23, 23]",8
1.20.246.109,-0.0,-0.0,['193.194.76.234'],[3389],1
1.23.70.155,-0.0,-0.0,['193.194.76.252'],[5555],1
1.232.77.181,-0.0,-0.0,['193.194.76.226'],[22],1
1.30.218.5,1.584962500721156,0.9182958340544896,"['193.194.76.227', '193.194.76.237', '193.194.76.247', '193.194.76.227', '193.194.76.237', '193.194.76.247', '193.194.76.227', '193.194.76.237', '193.194.76.247', '193.194.76.227', '193.194.76.237', '193.194.76.247', '193.194.76.237', '193.194.76.227', '193.194.76.247', '193.194.76.227', '193.194.76.237', '193.194.76.247', '193.194.76.227', '193.194.76.237', '193.194.76.247', '193.194.76.227', '193.194.76.237', '193.194.76.247', '193.194.76.227', '193.194.76.237', '193.194.76.247', '193.194.76.227', '193.194.76.237', '193.194.76.247', '193.194.76.227', '193.194.76.237', '193.194.76.247', '193.194.76.227', '193.194.76.237', '193.194.76.247']","[65533, 65533, 65533, 1433, 1433, 1433, 65533, 65533, 65533, 65533, 65533, 65533, 1433, 1433, 1433, 65533, 65533, 65533, 65533, 65533, 65533, 1433, 1433, 1433, 65533, 65533, 65533, 65533, 65533, 65533, 1433, 1433, 1433, 65533, 65533, 65533]",36
1.32.249.142,-0.0,-0.0,['193.194.76.248'],[445],1
1.34.44.241,-0.0,-0.0,['193.194.76.239'],[8080],1
1.52.230.57,-0.0,-0.0,['193.194.76.225'],[23],1
1.53.41.207,-0.0,-0.0,['193.194.76.245'],[23],1
1.55.141.183,-0.0,-0.0,['193.194.76.253'],[23],1
1.55.167.179,-0.0,-0.0,"['193.194.76.245', '193.194.76.245', '193.194.76.245']","[23, 23, 23]",1
1.55.226.242,-0.0,-0.0,['193.194.76.247'],[23],1
1.56.201.127,-0.0,-0.0,['193.194.76.249'],[23],1
1.6.16.81,1.0,-0.0,"['193.194.76.223', '193.194.76.226']","[23, 23]",8
1.64.10.214,-0.0,-0.0,['193.194.76.225'],[5555],1
1.64.205.39,-0.0,-0.0,['193.194.76.248'],[5555],1
1.64.211.8,-0.0,-0.0,['193.194.76.248'],[5555],1
1.64.88.64,-0.0,-0.0,['193.194.76.225'],[5555],1
1.65.155.8,-0.0,-0.0,['193.194.76.248'],[23],1
1.69.109.122,-0.0,-0.0,['193.194.76.244'],[23],1
1.70.131.162,-0.0,-0.0,['193.194.76.244'],[9000],1
101.108.129.121,-0.0,-0.0,"['193.194.76.236', '193.194.76.236', '193.194.76.236', '193.194.76.236']","[23, 23, 23, 23]",1
101.109.172.104,-0.0,-0.0,['193.194.76.242'],[445],1
101.21.126.108,-0.0,-0.0,['193.194.76.231'],[23],1
101.226.175.133,5.044394119358454,-0.0,"['193.194.76.228', '193.194.76.247', '193.194.76.244', '193.194.76.237', '193.194.76.224', '193.194.76.223', '193.194.76.232', '193.194.76.227', '193.194.76.233', '193.194.76.251', '193.194.76.246', '193.194.76.240', '193.194.76.245', '193.194.76.243', '193.194.76.226', '193.194.76.229', '193.194.76.235', '193.194.76.253', '193.194.76.241', '193.194.76.242', '193.194.76.254', '193.194.76.250', '193.194.76.249', '193.194.76.222', '193.194.76.238', '193.194.76.225', '193.194.76.248', '193.194.76.252', '193.194.76.231', '193.194.76.234', '193.194.76.236', '193.194.76.230', '193.194.76.239']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",5
101.226.241.218,2.321928094887362,-0.0,"['193.194.76.236', '193.194.76.229', '193.194.76.235', '193.194.76.240', '193.194.76.251']","[445, 445, 445, 445, 445]",13
101.236.50.60,-0.0,-0.0,['193.194.76.254'],[6380],1
101.51.120.243,-0.0,-0.0,['193.194.76.251'],[8080],1
101.64.77.86,-0.0,-0.0,['193.194.76.237'],[22],1
101.80.193.226,-0.0,-0.0,"['193.194.76.234', '193.194.76.234', '193.194.76.234']","[445, 445, 445]",1
101.95.162.58,1.0,-0.0,"['193.194.76.222', '193.194.76.240']","[445, 445]",8
102.165.124.113,-0.0,-0.0,['193.194.76.239'],[23],1
102.165.35.131,5.044394119358454,-0.0,"['193.194.76.222', '193.194.76.223', '193.194.76.224', '193.194.76.225', '193.194.76.226', '193.194.76.227', '193.194.76.229', '193.194.76.230', '193.194.76.231', '193.194.76.232', '193.194.76.233', '193.194.76.234', '193.194.76.235', '193.194.76.236', '193.194.76.228', '193.194.76.239', '193.194.76.240', '193.194.76.241', '193.194.76.242', '193.194.76.243', '193.194.76.245', '193.194.76.237', '193.194.76.238', '193.194.76.247', '193.194.76.248', '193.194.76.249', '193.194.76.244', '193.194.76.246', '193.194.76.253', '193.194.76.254', '193.194.76.250', '193.194.76.251', '193.194.76.252']","[1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433, 1433]",5
102.165.35.143,4.643856189774724,-0.0,"['193.194.76.243', '193.194.76.238', '193.194.76.231', '193.194.76.254', '193.194.76.253', '193.194.76.236', '193.194.76.240', '193.194.76.233', '193.194.76.237', '193.194.76.223', '193.194.76.247', '193.194.76.241', '193.194.76.239', '193.194.76.252', '193.194.76.242', '193.194.76.229', '193.194.76.245', '193.194.76.244', '193.194.76.226', '193.194.76.225', '193.194.76.246', '193.194.76.228', '193.194.76.230', '193.194.76.234', '193.194.76.250']","[1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900, 1900]",52
102.165.48.138,-0.0,-0.0,['193.194.76.248'],[445],1
103.102.100.38,-0.0,-0.0,['193.194.76.253'],[23],1
103.107.114.124,-0.0,-0.0,['193.194.76.240'],[23],1
103.107.245.3,3.321928094887362,-0.0,"['193.194.76.248', '193.194.76.247', '193.194.76.236', '193.194.76.230', '193.194.76.224', '193.194.76.246', '193.194.76.237', '193.194.76.242', '193.194.76.231', '193.194.76.245']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",26
103.110.39.252,-0.0,-0.0,['193.194.76.235'],[80],1
103.111.70.31,-0.0,-0.0,['193.194.76.229'],[23],1
103.114.104.140,-0.0,-0.0,"['193.194.76.230', '193.194.76.230']","[25, 25]",1
103.122.32.118,-0.0,-0.0,['193.194.76.227'],[23],1
103.129.105.154,-0.0,-0.0,['193.194.76.234'],[8080],1
103.132.6.2,-0.0,-0.0,['193.194.76.240'],[23],1
103.135.39.238,-0.0,-0.0,['193.194.76.226'],[23],1
103.136.40.183,2.321928094887362,-0.0,"['193.194.76.246', '193.194.76.249', '193.194.76.254', '193.194.76.237', '193.194.76.227']","[8088, 8088, 8088, 8088, 8088]",13
103.193.243.85,4.85798099512757,-0.0,"['193.194.76.252', '193.194.76.239', '193.194.76.230', '193.194.76.235', '193.194.76.243', '193.194.76.233', '193.194.76.251', '193.194.76.231', '193.194.76.222', '193.194.76.254', '193.194.76.232', '193.194.76.237', '193.194.76.234', '193.194.76.224', '193.194.76.245', '193.194.76.249', '193.194.76.238', '193.194.76.247', '193.194.76.229', '193.194.76.225', '193.194.76.236', '193.194.76.250', '193.194.76.241', '193.194.76.223', '193.194.76.242', '193.194.76.246', '193.194.76.227', '193.194.76.248', '193.194.76.253']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",5
103.197.143.28,-0.0,-0.0,['193.194.76.237'],[5431],1
103.197.46.38,-0.0,-0.0,['193.194.76.241'],[80],1
103.198.125.54,-0.0,-0.0,['193.194.76.249'],[23],1
103.200.5.105,-0.0,-0.0,['193.194.76.253'],[8545],1
103.201.24.160,3.0,-0.0,"['193.194.76.222', '193.194.76.231', '193.194.76.247', '193.194.76.233', '193.194.76.236', '193.194.76.224', '193.194.76.241', '193.194.76.245']","[445, 445, 445, 445, 445, 445, 445, 445]",48
103.203.94.114,-0.0,-0.0,['193.194.76.229'],[23],1
103.206.102.136,-0.0,-0.0,['193.194.76.231'],[80],1
103.207.171.77,-0.0,-0.0,['193.194.76.244'],[23],1
103.207.37.40,-0.0,-0.0,"['193.194.76.241', '193.194.76.241']","[25, 25]",1
103.215.202.23,-0.0,-0.0,['193.194.76.248'],[8080],1
103.215.26.238,-0.0,-0.0,['193.194.76.243'],[8080],1
103.219.140.74,-0.0,-0.0,['193.194.76.223'],[23],1
103.233.122.85,-0.0,-0.0,['193.194.76.253'],[23],1
103.234.226.27,-0.0,-0.0,['193.194.76.252'],[23],1
103.249.239.221,-0.0,-0.0,['193.194.76.235'],[22],1
103.25.75.210,2.584962500721156,-0.0,"['193.194.76.239', '193.194.76.226', '193.194.76.245', '193.194.76.228', '193.194.76.233', '193.194.76.232']","[445, 445, 445, 445, 445, 445]",39
103.29.69.96,1.0,-0.0,"['193.194.76.250', '193.194.76.247']","[554, 554]",8
103.29.70.204,1.0,-0.0,"['193.194.76.225', '193.194.76.238']","[8088, 8088]",8
103.36.52.107,1.584962500721156,-0.0,"['193.194.76.222', '193.194.76.242', '193.194.76.228']","[445, 445, 445]",3
103.43.6.20,-0.0,-0.0,['193.194.76.252'],[8080],1
103.45.109.251,-0.0,-0.0,"['193.194.76.246', '193.194.76.246']","[7002, 7002]",1
103.47.219.134,-0.0,-0.0,['193.194.76.248'],[8080],1
103.50.158.0,-0.0,-0.0,['193.194.76.251'],[23],1
103.53.110.59,-0.0,-0.0,['193.194.76.254'],[23],1
103.74.192.106,-0.0,-0.0,['193.194.76.229'],[5555],1
103.79.79.146,3.321928094887362,-0.0,"['193.194.76.232', '193.194.76.230', '193.194.76.231', '193.194.76.225', '193.194.76.234', '193.194.76.236', '193.194.76.244', '193.194.76.235', '193.194.76.237', '193.194.76.246']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",26
103.87.47.8,-0.0,-0.0,['193.194.76.246'],[80],1
103.90.204.162,-0.0,-0.0,['193.194.76.250'],[80],1
104.158.45.234,-0.0,-0.0,['193.194.76.244'],[5555],1
104.171.121.190,2.321928094887362,-0.0,"['193.194.76.244', '193.194.76.249', '193.194.76.253', '193.194.76.225', '193.194.76.237']","[445, 445, 445, 445, 445]",13
104.217.183.198,-0.0,-0.0,['193.194.76.248'],[445],1
104.237.228.140,1.584962500721156,-0.0,"['193.194.76.246', '193.194.76.244', '193.194.76.223']","[445, 445, 445]",3
104.248.169.173,-0.0,-0.0,"['193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229', '193.194.76.229']","[23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]",1
104.248.185.25,1.584962500721156,-0.0,"['193.194.76.251', '193.194.76.249', '193.194.76.243']","[8545, 8545, 8545]",3
104.248.80.173,1.584962500721156,-0.0,"['193.194.76.224', '193.194.76.248', '193.194.76.252']","[22, 22, 22]",3
104.248.95.188,1.584962500721156,-0.0,"['193.194.76.250', '193.194.76.225', '193.194.76.227']","[22, 22, 22]",3
105.155.2.159,1.0,-0.0,"['193.194.76.248', '193.194.76.233']","[23, 23]",8
105.176.32.242,-0.0,-0.0,['193.194.76.224'],[5555],1
105.188.68.83,-0.0,-0.0,['193.194.76.244'],[445],1
105.98.150.217,-0.0,-0.0,['193.194.76.254'],[22],1
106.12.131.39,-0.0,-0.0,"['193.194.76.234', '193.194.76.234', '193.194.76.234']","[23, 23, 23]",1
106.12.133.63,-0.0,-0.0,['193.194.76.224'],[5984],1
106.12.133.68,-0.0,-0.0,['193.194.76.226'],[23],1
106.12.215.196,-0.0,-0.0,['193.194.76.234'],[23],1
106.12.216.107,-0.0,-0.0,['193.194.76.228'],[23],1
106.124.115.235,-0.0,-0.0,['193.194.76.254'],[23],1
106.13.61.93,-0.0,-0.0,['193.194.76.234'],[80],1
106.13.94.231,-0.0,-0.0,['193.194.76.249'],[23],1
106.186.22.252,1.0,-0.0,"['193.194.76.228', '193.194.76.231']","[445, 445]",8
106.201.239.93,-0.0,-0.0,['193.194.76.226'],[23],1
106.38.108.28,-0.0,-0.0,['193.194.76.236'],[23],1
106.68.22.163,-0.0,-0.0,['193.194.76.232'],[9000],1
107.130.61.69,-0.0,-0.0,['193.194.76.250'],[8080],1
107.170.198.108,5.044394119358454,-0.0,"['193.194.76.233', '193.194.76.222', '193.194.76.237', '193.194.76.234', '193.194.76.242', '193.194.76.235', '193.194.76.229', '193.194.76.247', '193.194.76.223', '193.194.76.253', '193.194.76.251', '193.194.76.238', '193.194.76.225', '193.194.76.227', '193.194.76.230', '193.194.76.245', '193.194.76.232', '193.194.76.244', '193.194.76.228', '193.194.76.243', '193.194.76.240', '193.194.76.241', '193.194.76.231', '193.194.76.246', '193.194.76.249', '193.194.76.252', '193.194.76.236', '193.194.76.250', '193.194.76.224', '193.194.76.254', '193.194.76.248', '193.194.76.239', '193.194.76.226']","[3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128, 3128]",5
107.170.202.74,5.044394119358454,-0.0,"['193.194.76.228', '193.194.76.223', '193.194.76.254', '193.194.76.232', '193.194.76.229', '193.194.76.246', '193.194.76.226', '193.194.76.240', '193.194.76.231', '193.194.76.227', '193.194.76.222', '193.194.76.225', '193.194.76.243', '193.194.76.252', '193.194.76.238', '193.194.76.235', '193.194.76.253', '193.194.76.247', '193.194.76.224', '193.194.76.239', '193.194.76.242', '193.194.76.248', '193.194.76.245', '193.194.76.233', '193.194.76.234', '193.194.76.236', '193.194.76.237', '193.194.76.250', '193.194.76.249', '193.194.76.244', '193.194.76.251', '193.194.76.230', '193.194.76.241']","[2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376, 2376]",5
107.170.204.26,5.044394119358454,-0.0,"['193.194.76.236', '193.194.76.229', '193.194.76.245', '193.194.76.231', '193.194.76.237', '193.194.76.249', '193.194.76.226', '193.194.76.253', '193.194.76.239', '193.194.76.233', '193.194.76.242', '193.194.76.254', '193.194.76.250', '193.194.76.224', '193.194.76.247', '193.194.76.227', '193.194.76.252', '193.194.76.243', '193.194.76.225', '193.194.76.248', '193.194.76.222', '193.194.76.238', '193.194.76.232', '193.194.76.223', '193.194.76.246', '193.194.76.251', '193.194.76.230', '193.194.76.244', '193.194.76.228', '193.194.76.235', '193.194.76.234', '193.194.76.240', '193.194.76.241']","[27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017]",5
107.170.225.119,5.044394119358454,-0.0,"['193.194.76.236', '193.194.76.225', '193.194.76.244', '193.194.76.250', '193.194.76.230', '193.194.76.227', '193.194.76.228', '193.194.76.234', '193.194.76.229', '193.194.76.235', '193.194.76.231', '193.194.76.238', '193.194.76.245', '193.194.76.239', '193.194.76.232', '193.194.76.243', '193.194.76.226', '193.194.76.247', '193.194.76.252', '193.194.76.246', '193.194.76.240', '193.194.76.254', '193.194.76.233', '193.194.76.223', '193.194.76.248', '193.194.76.253', '193.194.76.241', '193.194.76.249', '193.194.76.222', '193.194.76.251', '193.194.76.242', '193.194.76.237', '193.194.76.224']","[2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323, 2323]",5
107.170.234.142,5.044394119358454,-0.0,"['193.194.76.234', '193.194.76.237', '193.194.76.247', '193.194.76.242', '193.194.76.252', '193.194.76.226', '193.194.76.238', '193.194.76.250', '193.194.76.239', '193.194.76.251', '193.194.76.231', '193.194.76.244', '193.194.76.254', '193.194.76.222', '193.194.76.245', '193.194.76.248', '193.194.76.240', '193.194.76.236', '193.194.76.249', '193.194.76.223', '193.194.76.228', '193.194.76.227', '193.194.76.235', '193.194.76.229', '193.194.76.230', '193.194.76.233', '193.194.76.243', '193.194.76.241', '193.194.76.253', '193.194.76.224', '193.194.76.225', '193.194.76.246', '193.194.76.232']","[2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222, 2222]",5
107.170.237.129,5.044394119358454,-0.0,"['193.194.76.225', '193.194.76.227', '193.194.76.242', '193.194.76.237', '193.194.76.253', '193.194.76.231', '193.194.76.235', '193.194.76.243', '193.194.76.229', '193.194.76.249', '193.194.76.224', '193.194.76.244', '193.194.76.233', '193.194.76.240', '193.194.76.252', '193.194.76.241', '193.194.76.232', '193.194.76.251', '193.194.76.234', '193.194.76.238', '193.194.76.245', '193.194.76.230', '193.194.76.228', '193.194.76.222', '193.194.76.248', '193.194.76.223', '193.194.76.226', '193.194.76.254', '193.194.76.250', '193.194.76.247', '193.194.76.239', '193.194.76.236', '193.194.76.246']","[27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018]",5
107.170.240.8,5.044394119358454,-0.0,"['193.194.76.250', '193.194.76.229', '193.194.76.236', '193.194.76.249', '193.194.76.238', '193.194.76.224', '193.194.76.241', '193.194.76.230', '193.194.76.227', '193.194.76.223', '193.194.76.244', '193.194.76.246', '193.194.76.228', '193.194.76.252', '193.194.76.231', '193.194.76.240', '193.194.76.248', '193.194.76.239', '193.194.76.222', '193.194.76.235', '193.194.76.225', '193.194.76.232', '193.194.76.233', '193.194.76.251', '193.194.76.237', '193.194.76.234', '193.194.76.242', '193.194.76.253', '193.194.76.226', '193.194.76.247', '193.194.76.243', '193.194.76.254', '193.194.76.245']","[27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018]",5
107.173.207.177,4.700439718141092,-0.0,"['193.194.76.244', '193.194.76.253', '193.194.76.222', '193.194.76.252', '193.194.76.232', '193.194.76.236', '193.194.76.235', '193.194.76.243', '193.194.76.239', '193.194.76.227', '193.194.76.228', '193.194.76.247', '193.194.76.226', '193.194.76.246', '193.194.76.231', '193.194.76.251', '193.194.76.242', '193.194.76.250', '193.194.76.241', '193.194.76.223', '193.194.76.248', '193.194.76.240', '193.194.76.245', '193.194.76.254', '193.194.76.230', '193.194.76.237']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]",52
107.173.219.156,-0.0,-0.0,['193.194.76.241'],[445],1
107.175.25.87,-0.0,-0.0,['193.194.76.253'],[23],1
107.208.107.95,-0.0,-0.0,['193.194.76.237'],[80],1
107.215.165.13,-0.0,-0.0,['193.194.76.236'],[80],1
107.6.169.254,-0.0,-0.0,['193.194.76.254'],[80],1
107.6.171.133,-0.0,-0.0,['193.194.76.249'],[110],1
107.6.171.134,-0.0,-0.0,['193.194.76.235'],[110],1
107.6.183.162,-0.0,-0.0,['193.194.76.222'],[9000],1
107.6.183.163,-0.0,-0.0,['193.194.76.238'],[2083],1
107.6.183.164,-0.0,-0.0,['193.194.76.228'],[22],1
107.6.183.226,-0.0,-0.0,['193.194.76.252'],[80],1
107.6.183.230,-0.0,-0.0,['193.194.76.233'],[3389],1
108.162.60.245,-0.0,-0.0,['193.194.76.242'],[23],1
108.178.16.154,2.4056390622295662,1.561278124459133,"['193.194.76.228', '193.194.76.226', '193.194.76.226', '193.194.76.237', '193.194.76.236', '193.194.76.226', '193.194.76.243', '193.194.76.232']","[443, 8443, 9443, 9443, 8443, 443, 9443, 8443]",42
108.178.61.61,-0.0,-0.0,['193.194.76.246'],[7547],1
108.35.101.26,1.0,-0.0,"['193.194.76.250', '193.194.76.239']","[445, 445]",8
109.100.182.6,-0.0,-0.0,['193.194.76.224'],[445],1
109.102.58.152,-0.0,-0.0,['193.194.76.254'],[2323],1
109.102.7.250,-0.0,-0.0,['193.194.76.246'],[23],1
109.103.178.79,-0.0,-0.0,['193.194.76.238'],[23],1
109.107.232.183,-0.0,-0.0,['193.194.76.250'],[23],1
109.108.203.59,-0.0,-0.0,['193.194.76.248'],[23],1
109.122.65.164,-0.0,-0.0,"['193.194.76.252', '193.194.76.252', '193.194.76.252']","[5555, 5555, 5555]",1
109.176.133.128,-0.0,-0.0,['193.194.76.242'],[445],1
109.184.49.208,-0.0,-0.0,['193.194.76.242'],[8080],1
109.195.203.77,-0.0,-0.0,['193.194.76.252'],[23],1
109.197.214.18,-0.0,-0.0,['193.194.76.232'],[23],1
109.198.22.217,-0.0,-0.0,['193.194.76.228'],[81],1
109.201.25.68,-0.0,-0.0,"['193.194.76.249', '193.194.76.249', '193.194.76.249', '193.194.76.249']","[80, 80, 80, 80]",1
109.202.7.6,-0.0,-0.0,['193.194.76.236'],[80],1
109.242.229.196,-0.0,-0.0,['193.194.76.246'],[8080],1
109.242.232.247,-0.0,-0.0,['193.194.76.229'],[23],1
109.69.0.231,-0.0,-0.0,['193.194.76.241'],[8080],1
