,date,ipsrc,ipdst,protocol,portdst
Apr-29, 2019 19:00:58.171576000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:00:58.672929000,1.55.167.179,193.194.76.245,6,23
Apr-29, 2019 19:00:58.709036000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:00:59.343338000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:00:59.748015000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:00.875782000,81.22.45.219,193.194.76.231,6,6596
Apr-29, 2019 19:01:01.823476000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:02.177100000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:02.871630000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:03.440126000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:03.485476000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:03.655845000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:03.739941000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:04.077507000,185.176.27.246,193.194.76.229,6,7102
Apr-29, 2019 19:01:04.542008000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:04.955458000,185.142.236.35,193.194.76.229,6,104
Apr-29, 2019 19:01:05.055067000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:05.475681000,202.29.57.103,193.194.76.252,6,8545
Apr-29, 2019 19:01:06.469163000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:06.480267000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:07.275274000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:07.304404000,156.195.99.123,193.194.76.245,6,23
Apr-29, 2019 19:01:08.242322000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:09.338167000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:09.761134000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:09.801528000,89.248.162.168,193.194.76.251,6,9029
Apr-29, 2019 19:01:09.874635000,202.29.57.103,193.194.76.251,6,8545
Apr-29, 2019 19:01:10.090049000,89.107.227.227,193.194.76.251,6,445
Apr-29, 2019 19:01:10.090058000,89.107.227.227,193.194.76.251,6,445
Apr-29, 2019 19:01:10.358884000,202.29.57.103,193.194.76.248,6,8545
Apr-29, 2019 19:01:10.438147000,202.29.57.103,193.194.76.239,6,8545
Apr-29, 2019 19:01:10.735923000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:11.305272000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:11.328525000,185.176.27.246,193.194.76.226,6,2202
Apr-29, 2019 19:01:13.245436000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:13.415518000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:14.406977000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:14.874239000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:15.428568000,156.202.207.33,193.194.76.241,6,23
Apr-29, 2019 19:01:15.771806000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:16.154228000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:16.747164000,185.176.27.246,193.194.76.239,6,7102
Apr-29, 2019 19:01:16.864011000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:17.231680000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:17.300129000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:17.531039000,202.29.57.103,193.194.76.242,6,8545
Apr-29, 2019 19:01:17.533244000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:18.409021000,202.29.57.103,193.194.76.223,6,8545
Apr-29, 2019 19:01:19.045609000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:19.469767000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:20.016317000,202.29.57.103,193.194.76.238,6,8545
Apr-29, 2019 19:01:20.233052000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:21.052206000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:22.156115000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:22.630247000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:22.637133000,71.6.167.142,193.194.76.243,6,8098
Apr-29, 2019 19:01:23.356526000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:23.419122000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:23.507012000,185.176.27.246,193.194.76.250,6,7102
Apr-29, 2019 19:01:23.545923000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:24.185338000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:24.288457000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:24.949092000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:25.248315000,185.176.27.162,193.194.76.228,6,10016
Apr-29, 2019 19:01:25.923557000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:25.998331000,89.248.162.168,193.194.76.239,6,9029
Apr-29, 2019 19:01:26.050204000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:26.632157000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:26.737765000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:26.993870000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:27.338158000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:27.365211000,12.139.60.28,193.194.76.250,6,445
Apr-29, 2019 19:01:27.768864000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:28.603696000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:29.103868000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:29.147145000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:29.222905000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:29.277609000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:29.384828000,124.172.184.132,193.194.76.242,6,445
Apr-29, 2019 19:01:29.724678000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:29.734495000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:29.965733000,185.176.26.105,193.194.76.249,6,10702
Apr-29, 2019 19:01:30.134068000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:30.800986000,185.176.26.105,193.194.76.228,6,10702
Apr-29, 2019 19:01:31.316050000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:31.336253000,61.218.51.227,193.194.76.249,6,445
Apr-29, 2019 19:01:31.638702000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:32.500246000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:32.658938000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:32.819813000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:33.699090000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:34.135323000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:34.346845000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:34.698585000,185.176.27.246,193.194.76.247,6,7102
Apr-29, 2019 19:01:35.004530000,185.176.26.105,193.194.76.243,6,10702
Apr-29, 2019 19:01:35.601068000,115.68.15.82,193.194.76.241,6,445
Apr-29, 2019 19:01:35.974597000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:36.020811000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:36.234212000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:36.585941000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:36.740397000,185.176.27.246,193.194.76.230,6,2202
Apr-29, 2019 19:01:37.405529000,198.108.66.249,193.194.76.222,6,1311
Apr-29, 2019 19:01:37.409922000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:38.501462000,89.248.162.168,193.194.76.225,6,9029
Apr-29, 2019 19:01:39.324343000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:39.620492000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:39.660269000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:39.786199000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:40.019262000,185.176.26.105,193.194.76.245,6,10702
Apr-29, 2019 19:01:41.005671000,89.248.162.168,193.194.76.231,6,9029
Apr-29, 2019 19:01:41.032256000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:41.043808000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:41.408138000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:41.539873000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:41.644903000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:41.929103000,185.176.27.246,193.194.76.253,6,2202
Apr-29, 2019 19:01:42.520264000,151.232.20.10,193.194.76.244,6,445
Apr-29, 2019 19:01:42.731999000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:42.800736000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:42.948027000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:43.026252000,122.116.243.85,193.194.76.248,6,23
Apr-29, 2019 19:01:43.196641000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:43.468567000,185.176.26.105,193.194.76.238,6,10702
Apr-29, 2019 19:01:43.984362000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:44.337998000,89.248.162.168,193.194.76.250,6,9029
Apr-29, 2019 19:01:44.481591000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:44.756114000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:45.142686000,185.176.26.105,193.194.76.234,6,10702
Apr-29, 2019 19:01:46.076774000,212.156.40.142,193.194.76.227,6,1433
Apr-29, 2019 19:01:46.832029000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:47.722837000,124.78.72.147,193.194.76.235,6,445
Apr-29, 2019 19:01:49.086633000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:49.102308000,196.52.43.111,193.194.76.251,6,37777
Apr-29, 2019 19:01:49.761899000,89.248.162.168,193.194.76.233,6,9029
Apr-29, 2019 19:01:50.599623000,89.248.162.168,193.194.76.248,6,9029
Apr-29, 2019 19:01:51.049503000,185.176.27.162,193.194.76.244,6,10016
Apr-29, 2019 19:01:51.558739000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:51.814670000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:52.699230000,89.248.162.168,193.194.76.236,6,9029
Apr-29, 2019 19:01:52.980298000,223.202.209.67,193.194.76.246,6,23
Apr-29, 2019 19:01:53.477269000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:53.868193000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:54.824086000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:56.094722000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:56.112110000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:56.434312000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:57.110701000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:57.149327000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:57.263109000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:57.419744000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:57.567483000,185.176.27.246,193.194.76.240,6,2202
Apr-29, 2019 19:01:58.570032000,94.102.51.102,193.194.76.232,6,7917
Apr-29, 2019 19:01:58.819378000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:58.913706000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:59.217624000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:01:59.659578000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:00.940636000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:01.017674000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:01.187059000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:01.245117000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:01.458524000,92.118.37.86,193.194.76.233,6,31859
Apr-29, 2019 19:02:01.503413000,193.194.103.77,193.194.76.250,6,23
Apr-29, 2019 19:02:01.836422000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:02.183792000,105.155.2.159,193.194.76.248,6,23
Apr-29, 2019 19:02:02.292743000,196.52.43.93,193.194.76.237,6,23
Apr-29, 2019 19:02:02.485915000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:02.647707000,185.216.140.6,193.194.76.231,6,51001
Apr-29, 2019 19:02:03.338448000,94.102.51.102,193.194.76.253,6,7917
Apr-29, 2019 19:02:03.489231000,185.176.27.174,193.194.76.224,6,45023
Apr-29, 2019 19:02:03.546982000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:04.148092000,89.248.162.168,193.194.76.243,6,9029
Apr-29, 2019 19:02:04.329305000,185.176.27.246,193.194.76.254,6,2202
Apr-29, 2019 19:02:05.293691000,172.104.92.168,193.194.76.237,6,4567
Apr-29, 2019 19:02:06.561405000,185.176.27.246,193.194.76.229,6,2202
Apr-29, 2019 19:02:06.633646000,172.104.94.253,193.194.76.231,6,81
Apr-29, 2019 19:02:06.845852000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:06.949393000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:08.637711000,71.6.143.92,193.194.76.223,6,80
Apr-29, 2019 19:02:08.785152000,94.102.51.102,193.194.76.252,6,7917
Apr-29, 2019 19:02:09.090969000,42.119.242.167,193.194.76.226,6,23
Apr-29, 2019 19:02:10.061599000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:10.084001000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:10.395528000,185.176.27.162,193.194.76.249,6,10016
Apr-29, 2019 19:02:10.750930000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:11.204752000,179.97.46.254,193.194.76.231,6,80
Apr-29, 2019 19:02:11.428933000,216.218.206.120,193.194.76.226,6,8080
Apr-29, 2019 19:02:11.617584000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:13.596960000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:13.770857000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:14.292103000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:14.925532000,94.102.51.102,193.194.76.242,6,7917
Apr-29, 2019 19:02:14.942911000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:15.377714000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:15.703428000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:15.824378000,185.176.27.174,193.194.76.228,6,45023
Apr-29, 2019 19:02:16.172582000,158.140.174.220,193.194.76.253,6,81
Apr-29, 2019 19:02:17.374927000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:17.701515000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:17.712800000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:17.815807000,185.176.26.105,193.194.76.231,6,10702
Apr-29, 2019 19:02:18.794511000,185.173.35.61,193.194.76.225,6,23
Apr-29, 2019 19:02:19.344238000,182.92.240.15,193.194.76.227,6,80
Apr-29, 2019 19:02:19.720118000,196.52.43.88,193.194.76.225,6,3389
Apr-29, 2019 19:02:21.102357000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:21.516671000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:22.551841000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:24.069656000,2.179.85.226,193.194.76.228,6,80
Apr-29, 2019 19:02:24.443337000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:24.478712000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:24.586377000,59.89.185.106,193.194.76.254,6,23
Apr-29, 2019 19:02:26.049178000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:26.166899000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:26.770470000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:26.880918000,185.176.27.246,193.194.76.230,6,7102
Apr-29, 2019 19:02:27.030547000,185.176.26.105,193.194.76.223,6,10702
Apr-29, 2019 19:02:27.584662000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:28.682569000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:28.909999000,185.176.27.246,193.194.76.234,6,2202
Apr-29, 2019 19:02:28.958256000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:29.231321000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:29.682779000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:30.751734000,81.22.45.254,193.194.76.247,6,3400
Apr-29, 2019 19:02:30.996847000,205.155.0.18,193.194.76.223,6,445
Apr-29, 2019 19:02:32.096390000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:32.410246000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:33.937089000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:34.220686000,185.176.27.174,193.194.76.238,6,45023
Apr-29, 2019 19:02:34.478831000,139.162.84.112,193.194.76.243,6,8000
Apr-29, 2019 19:02:35.867412000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:36.293951000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:37.005015000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:37.038670000,185.176.27.174,193.194.76.231,6,45023
Apr-29, 2019 19:02:37.439681000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:37.514851000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:37.612854000,194.93.59.13,193.194.76.252,6,7789
Apr-29, 2019 19:02:37.821991000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:38.378791000,198.108.67.79,193.194.76.230,6,1024
Apr-29, 2019 19:02:38.678278000,110.24.36.6,193.194.76.247,6,5555
Apr-29, 2019 19:02:39.436331000,101.108.129.121,193.194.76.236,6,23
Apr-29, 2019 19:02:40.110627000,106.13.61.93,193.194.76.234,6,80
Apr-29, 2019 19:02:40.346891000,185.176.27.246,193.194.76.225,6,7102
Apr-29, 2019 19:02:40.814587000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:40.887720000,185.176.27.246,193.194.76.244,6,2202
Apr-29, 2019 19:02:40.996817000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:41.522569000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:42.949298000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:43.222934000,185.176.27.174,193.194.76.226,6,45023
Apr-29, 2019 19:02:43.222939000,185.176.27.174,193.194.76.235,6,45023
Apr-29, 2019 19:02:43.297071000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:43.507259000,125.64.94.212,193.194.76.244,6,8800
Apr-29, 2019 19:02:43.545856000,193.194.103.77,193.194.76.240,6,7547
Apr-29, 2019 19:02:43.572477000,89.107.227.227,193.194.76.223,6,445
Apr-29, 2019 19:02:43.572481000,89.107.227.227,193.194.76.223,6,445
Apr-29, 2019 19:02:43.619278000,185.176.27.174,193.194.76.233,6,45023
Apr-29, 2019 19:02:43.815983000,202.29.57.103,193.194.76.227,6,8545
Apr-29, 2019 19:02:43.970000000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:44.953090000,94.102.51.102,193.194.76.246,6,7917
Apr-29, 2019 19:02:44.986598000,125.64.94.212,193.194.76.225,6,8800
Apr-29, 2019 19:02:45.345044000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:45.633607000,94.102.51.102,193.194.76.249,6,7917
Apr-29, 2019 19:02:46.017058000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:46.135381000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:47.787448000,202.29.57.103,193.194.76.234,6,8545
Apr-29, 2019 19:02:47.948029000,202.29.57.103,193.194.76.235,6,8545
Apr-29, 2019 19:02:48.513883000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:50.347435000,202.29.57.103,193.194.76.244,6,8545
Apr-29, 2019 19:02:50.427574000,67.222.136.239,193.194.76.252,6,445
Apr-29, 2019 19:02:50.506679000,202.29.57.103,193.194.76.237,6,8545
Apr-29, 2019 19:02:50.840880000,41.234.63.140,193.194.76.239,6,2323
Apr-29, 2019 19:02:51.385829000,202.29.57.103,193.194.76.230,6,8545
Apr-29, 2019 19:02:51.921980000,185.176.27.174,193.194.76.242,6,45023
Apr-29, 2019 19:02:53.060853000,202.29.57.103,193.194.76.228,6,8545
Apr-29, 2019 19:02:53.459939000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:53.556618000,193.194.103.77,193.194.76.245,6,7547
Apr-29, 2019 19:02:53.686657000,149.12.217.60,193.194.76.247,6,23
Apr-29, 2019 19:02:53.729930000,185.176.27.174,193.194.76.225,6,45023
Apr-29, 2019 19:02:54.299437000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:54.889725000,202.29.57.103,193.194.76.247,6,8545
Apr-29, 2019 19:02:54.889732000,202.29.57.103,193.194.76.253,6,8545
Apr-29, 2019 19:02:55.885263000,202.29.57.103,193.194.76.236,6,8545
Apr-29, 2019 19:02:56.216820000,202.29.57.103,193.194.76.243,6,8545
Apr-29, 2019 19:02:56.217396000,202.29.57.103,193.194.76.225,6,8545
Apr-29, 2019 19:02:56.460914000,125.64.94.212,193.194.76.252,6,8800
Apr-29, 2019 19:02:56.619136000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:57.067439000,185.163.108.97,193.194.76.228,6,22
Apr-29, 2019 19:02:57.360367000,185.176.27.246,193.194.76.247,6,2202
Apr-29, 2019 19:02:57.372349000,202.29.57.103,193.194.76.222,6,8545
Apr-29, 2019 19:02:57.666479000,198.108.67.55,193.194.76.236,6,1723
Apr-29, 2019 19:02:57.926204000,185.176.27.78,193.194.76.235,6,1724
Apr-29, 2019 19:02:58.403870000,125.64.94.212,193.194.76.250,6,8800
Apr-29, 2019 19:02:58.600862000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:58.690971000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:02:59.066408000,81.214.75.112,193.194.76.243,6,445
Apr-29, 2019 19:02:59.451631000,125.64.94.212,193.194.76.222,6,8800
Apr-29, 2019 19:02:59.947712000,202.29.57.103,193.194.76.229,6,8545
Apr-29, 2019 19:03:00.054333000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:03:00.727558000,185.176.27.174,193.194.76.236,6,45023
Apr-29, 2019 19:03:00.838087000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:03:01.202271000,185.176.27.78,193.194.76.251,6,1724
Apr-29, 2019 19:03:01.304659000,202.29.57.103,193.194.76.226,6,8545
Apr-29, 2019 19:03:01.393851000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:03:01.983552000,185.176.27.162,193.194.76.227,6,10016
Apr-29, 2019 19:03:02.092795000,81.214.75.112,193.194.76.243,6,445
Apr-29, 2019 19:03:02.779298000,202.29.57.103,193.194.76.249,6,8545
Apr-29, 2019 19:03:03.902238000,202.29.57.103,193.194.76.245,6,8545
Apr-29, 2019 19:03:04.788950000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:03:04.872307000,81.22.45.254,193.194.76.233,6,3400
Apr-29, 2019 19:03:04.957711000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:03:05.204746000,185.176.27.162,193.194.76.234,6,10016
Apr-29, 2019 19:03:06.097625000,185.176.27.78,193.194.76.244,6,1724
Apr-29, 2019 19:03:06.214458000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:03:06.679840000,125.64.94.212,193.194.76.233,6,8800
Apr-29, 2019 19:03:07.355792000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:03:07.516120000,125.64.94.212,193.194.76.226,6,8800
Apr-29, 2019 19:03:07.634273000,202.29.57.103,193.194.76.233,6,8545
Apr-29, 2019 19:03:07.894022000,202.29.57.103,193.194.76.224,6,8545
Apr-29, 2019 19:03:08.097320000,81.214.75.112,193.194.76.243,6,445
Apr-29, 2019 19:03:08.161066000,104.248.169.173,193.194.76.229,6,23
Apr-29, 2019 19:03:08.876869000,185.173.35.53,193.194.76.248,6,1433
Apr-29, 2019 19:03:08.891488000,125.64.94.212,193.194.76.241,6,8800
Apr-29, 2019 19:03:08.895584000,125.64.94.212,193.194.76.240,6,8800
Apr-29, 2019 19:03:08.926757000,120.52.152.16,193.194.76.253,6,3288
Apr-29, 2019 19:03:09.462051000,5.200.84.131,193.194.76.230,6,23
Apr-29, 2019 19:03:10.423348000,125.64.94.212,193.194.76.249,6,8800
Apr-29, 2019 19:03:10.675773000,185.176.27.78,193.194.76.225,6,1724
