ipsource,entropy ipdest,entropy portdst,ipdest,portdest
159.192.250.36,3.5465935642949384,-0.0,"['193.194.76.228', '193.194.76.231', '193.194.76.227', '193.194.76.236', '193.194.76.240', '193.194.76.241', '193.194.76.242', '193.194.76.247', '193.194.76.248', '193.194.76.245', '193.194.76.254', '193.194.76.253', '193.194.76.240']","[445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445, 445]"
159.203.42.75,2.321928094887362,-0.0,"['193.194.76.245', '193.194.76.253', '193.194.76.254', '193.194.76.232', '193.194.76.242']","[22, 22, 22, 22, 22]"
159.203.88.39,-0.0,-0.0,['193.194.76.235'],[23]
159.65.114.115,-0.0,-0.0,['193.194.76.238'],[37215]
159.65.115.152,-0.0,-0.0,['193.194.76.226'],[23]
159.65.126.87,1.0,-0.0,"['193.194.76.226', '193.194.76.252']","[37215, 37215]"
159.65.241.55,-0.0,-0.0,['193.194.76.245'],[23]
159.89.108.230,-0.0,-0.0,['193.194.76.249'],[23]
159.89.117.101,2.0,-0.0,"['193.194.76.233', '193.194.76.237', '193.194.76.239', '193.194.76.252']","[22, 22, 22, 22]"
159.89.171.216,-0.0,-0.0,['193.194.76.229'],[23]
160.119.131.154,-0.0,-0.0,['193.194.76.249'],[23]
160.238.178.134,-0.0,-0.0,['193.194.76.252'],[80]
161.129.65.46,-0.0,-0.0,"['193.194.76.224', '193.194.76.224']","[3389, 3389]"
161.132.108.6,-0.0,-0.0,['193.194.76.228'],[23]
161.22.5.77,-0.0,-0.0,['193.194.76.227'],[23]
162.243.140.86,5.044394119358454,-0.0,"['193.194.76.252', '193.194.76.229', '193.194.76.248', '193.194.76.238', '193.194.76.251', '193.194.76.224', '193.194.76.244', '193.194.76.247', '193.194.76.225', '193.194.76.249', '193.194.76.242', '193.194.76.246', '193.194.76.243', '193.194.76.236', '193.194.76.227', '193.194.76.223', '193.194.76.241', '193.194.76.222', '193.194.76.237', '193.194.76.254', '193.194.76.253', '193.194.76.228', '193.194.76.230', '193.194.76.235', '193.194.76.231', '193.194.76.233', '193.194.76.232', '193.194.76.239', '193.194.76.226', '193.194.76.240', '193.194.76.234', '193.194.76.250', '193.194.76.245']","[27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019]"
162.243.141.204,5.044394119358454,1.0,"['193.194.76.238', '193.194.76.253', '193.194.76.231', '193.194.76.235', '193.194.76.250', '193.194.76.234', '193.194.76.246', '193.194.76.233', '193.194.76.241', '193.194.76.247', '193.194.76.239', '193.194.76.227', '193.194.76.224', '193.194.76.222', '193.194.76.243', '193.194.76.232', '193.194.76.236', '193.194.76.242', '193.194.76.248', '193.194.76.229', '193.194.76.237', '193.194.76.225', '193.194.76.230', '193.194.76.245', '193.194.76.252', '193.194.76.254', '193.194.76.240', '193.194.76.223', '193.194.76.251', '193.194.76.244', '193.194.76.228', '193.194.76.226', '193.194.76.249', '193.194.76.251', '193.194.76.250', '193.194.76.249', '193.194.76.230', '193.194.76.229', '193.194.76.225', '193.194.76.244', '193.194.76.254', '193.194.76.227', '193.194.76.224', '193.194.76.248', '193.194.76.231', '193.194.76.253', '193.194.76.240', '193.194.76.243', '193.194.76.222', '193.194.76.223', '193.194.76.238', '193.194.76.245', '193.194.76.252', '193.194.76.242', '193.194.76.232', '193.194.76.236', '193.194.76.239', '193.194.76.241', '193.194.76.247', '193.194.76.237', '193.194.76.228', '193.194.76.234', '193.194.76.226', '193.194.76.233', '193.194.76.235', '193.194.76.246']","[27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515, 515]"
162.243.144.171,5.044394119358454,-0.0,"['193.194.76.239', '193.194.76.250', '193.194.76.252', '193.194.76.244', '193.194.76.227', '193.194.76.247', '193.194.76.248', '193.194.76.249', '193.194.76.231', '193.194.76.236', '193.194.76.226', '193.194.76.253', '193.194.76.222', '193.194.76.240', '193.194.76.233', '193.194.76.225', '193.194.76.254', '193.194.76.246', '193.194.76.232', '193.194.76.245', '193.194.76.229', '193.194.76.224', '193.194.76.235', '193.194.76.241', '193.194.76.242', '193.194.76.223', '193.194.76.234', '193.194.76.238', '193.194.76.228', '193.194.76.251', '193.194.76.237', '193.194.76.243', '193.194.76.230']","[27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019, 27019]"
162.243.144.186,5.044394119358454,-0.0,"['193.194.76.234', '193.194.76.245', '193.194.76.235', '193.194.76.240', '193.194.76.222', '193.194.76.236', '193.194.76.227', '193.194.76.244', '193.194.76.232', '193.194.76.243', '193.194.76.242', '193.194.76.252', '193.194.76.224', '193.194.76.246', '193.194.76.231', '193.194.76.250', '193.194.76.251', '193.194.76.230', '193.194.76.233', '193.194.76.254', '193.194.76.253', '193.194.76.238', '193.194.76.229', '193.194.76.223', '193.194.76.249', '193.194.76.226', '193.194.76.237', '193.194.76.225', '193.194.76.241', '193.194.76.247', '193.194.76.228', '193.194.76.239', '193.194.76.248']","[27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017]"
162.243.145.24,5.044394119358454,-0.0,"['193.194.76.248', '193.194.76.230', '193.194.76.244', '193.194.76.240', '193.194.76.246', '193.194.76.226', '193.194.76.239', '193.194.76.242', '193.194.76.237', '193.194.76.232', '193.194.76.251', '193.194.76.222', '193.194.76.247', '193.194.76.236', '193.194.76.224', '193.194.76.225', '193.194.76.227', '193.194.76.229', '193.194.76.233', '193.194.76.243', '193.194.76.228', '193.194.76.252', '193.194.76.250', '193.194.76.223', '193.194.76.238', '193.194.76.249', '193.194.76.254', '193.194.76.241', '193.194.76.235', '193.194.76.245', '193.194.76.253', '193.194.76.231', '193.194.76.234']","[27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018, 27018]"
162.243.146.9,5.044394119358454,-0.0,"['193.194.76.246', '193.194.76.233', '193.194.76.241', '193.194.76.227', '193.194.76.251', '193.194.76.244', '193.194.76.239', '193.194.76.236', '193.194.76.231', '193.194.76.229', '193.194.76.242', '193.194.76.248', '193.194.76.234', '193.194.76.252', '193.194.76.223', '193.194.76.243', '193.194.76.245', '193.194.76.230', '193.194.76.232', '193.194.76.249', '193.194.76.254', '193.194.76.238', '193.194.76.250', '193.194.76.240', '193.194.76.235', '193.194.76.224', '193.194.76.247', '193.194.76.253', '193.194.76.226', '193.194.76.225', '193.194.76.237', '193.194.76.228', '193.194.76.222']","[2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638, 2638]"
162.243.149.136,5.044394119358454,-0.0,"['193.194.76.222', '193.194.76.247', '193.194.76.225', '193.194.76.237', '193.194.76.235', '193.194.76.253', '193.194.76.228', '193.194.76.224', '193.194.76.252', '193.194.76.239', '193.194.76.240', '193.194.76.251', '193.194.76.243', '193.194.76.241', '193.194.76.229', '193.194.76.230', '193.194.76.223', '193.194.76.242', '193.194.76.250', '193.194.76.227', '193.194.76.236', '193.194.76.248', '193.194.76.232', '193.194.76.234', '193.194.76.238', '193.194.76.246', '193.194.76.226', '193.194.76.245', '193.194.76.249', '193.194.76.231', '193.194.76.244', '193.194.76.233', '193.194.76.254']","[2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375, 2375]"
162.243.151.238,5.044394119358454,-0.0,"['193.194.76.238', '193.194.76.241', '193.194.76.240', '193.194.76.248', '193.194.76.228', '193.194.76.254', '193.194.76.233', '193.194.76.245', '193.194.76.246', '193.194.76.223', '193.194.76.251', '193.194.76.226', '193.194.76.222', '193.194.76.232', '193.194.76.224', '193.194.76.242', '193.194.76.231', '193.194.76.253', '193.194.76.229', '193.194.76.236', '193.194.76.243', '193.194.76.230', '193.194.76.239', '193.194.76.225', '193.194.76.250', '193.194.76.247', '193.194.76.234', '193.194.76.235', '193.194.76.252', '193.194.76.249', '193.194.76.227', '193.194.76.237', '193.194.76.244']","[3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306, 3306]"
162.243.151.46,5.044394119358454,-0.0,"['193.194.76.227', '193.194.76.242', '193.194.76.250', '193.194.76.225', '193.194.76.252', '193.194.76.236', '193.194.76.246', '193.194.76.239', '193.194.76.243', '193.194.76.233', '193.194.76.251', '193.194.76.223', '193.194.76.224', '193.194.76.228', '193.194.76.247', '193.194.76.230', '193.194.76.238', '193.194.76.254', '193.194.76.237', '193.194.76.240', '193.194.76.234', '193.194.76.244', '193.194.76.235', '193.194.76.222', '193.194.76.241', '193.194.76.249', '193.194.76.253', '193.194.76.231', '193.194.76.232', '193.194.76.248', '193.194.76.226', '193.194.76.245', '193.194.76.229']","[27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017, 27017]"
162.243.151.87,5.044394119358454,-0.0,"['193.194.76.235', '193.194.76.224', '193.194.76.240', '193.194.76.252', '193.194.76.242', '193.194.76.234', '193.194.76.238', '193.194.76.247', '193.194.76.251', '193.194.76.239', '193.194.76.227', '193.194.76.233', '193.194.76.231', '193.194.76.232', '193.194.76.225', '193.194.76.249', '193.194.76.237', '193.194.76.230', '193.194.76.245', '193.194.76.248', '193.194.76.250', '193.194.76.244', '193.194.76.228', '193.194.76.253', '193.194.76.243', '193.194.76.226', '193.194.76.223', '193.194.76.236', '193.194.76.241', '193.194.76.254', '193.194.76.222', '193.194.76.246', '193.194.76.229']","[47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808, 47808]"
162.249.234.124,-0.0,-0.0,['193.194.76.252'],[23]
162.252.58.251,3.169925001442312,-0.0,"['193.194.76.244', '193.194.76.242', '193.194.76.238', '193.194.76.222', '193.194.76.235', '193.194.76.246', '193.194.76.223', '193.194.76.237', '193.194.76.227']","[445, 445, 445, 445, 445, 445, 445, 445, 445]"
163.142.214.64,-0.0,-0.0,['193.194.76.241'],[2323]
163.47.33.82,-0.0,-0.0,['193.194.76.239'],[8080]
164.52.12.162,1.584962500721156,-0.0,"['193.194.76.230', '193.194.76.249', '193.194.76.228']","[445, 445, 445]"
164.52.24.162,-0.0,-0.0,['193.194.76.252'],[443]
164.52.24.164,-0.0,-0.0,['193.194.76.225'],[22]
164.52.24.165,-0.0,-0.0,['193.194.76.243'],[21]
164.52.24.167,-0.0,-0.0,['193.194.76.226'],[23]
164.52.24.168,-0.0,-0.0,['193.194.76.248'],[25]
164.52.24.170,-0.0,-0.0,['193.194.76.244'],[3306]
164.52.24.172,1.0,-0.0,"['193.194.76.250', '193.194.76.250', '193.194.76.245', '193.194.76.245']","[8089, 8089, 8089, 8089]"
164.52.24.173,-0.0,-0.0,"['193.194.76.236', '193.194.76.236']","[2222, 2222]"
164.52.24.175,1.0,1.0,"['193.194.76.236', '193.194.76.236', '193.194.76.252', '193.194.76.252']","[5000, 5000, 502, 502]"
164.52.24.176,1.0,1.0,"['193.194.76.236', '193.194.76.236', '193.194.76.252', '193.194.76.252']","[84, 84, 5007, 5007]"
164.52.24.177,1.0,1.0,"['193.194.76.236', '193.194.76.236', '193.194.76.252', '193.194.76.252']","[990, 990, 524, 524]"
164.52.24.178,1.0,-0.0,"['193.194.76.238', '193.194.76.238', '193.194.76.236', '193.194.76.236']","[444, 444, 444, 444]"
164.52.24.181,1.0,1.0,"['193.194.76.236', '193.194.76.236', '193.194.76.252', '193.194.76.252']","[67, 67, 68, 68]"
164.52.24.182,-0.0,-0.0,['193.194.76.227'],[81]
165.16.37.177,-0.0,-0.0,['193.194.76.226'],[80]
165.16.42.3,-0.0,-0.0,['193.194.76.232'],[80]
165.22.240.111,-0.0,-0.0,"['193.194.76.243', '193.194.76.243']","[23, 23]"
165.22.78.104,-0.0,-0.0,['193.194.76.228'],[23]
165.22.78.62,1.0,-0.0,"['193.194.76.226', '193.194.76.253']","[37215, 37215]"
165.255.58.228,3.2516291673878226,1.0,"['193.194.76.228', '193.194.76.240', '193.194.76.234', '193.194.76.248', '193.194.76.253', '193.194.76.224', '193.194.76.249', '193.194.76.247', '193.194.76.250', '193.194.76.253', '193.194.76.254', '193.194.76.254']","[445, 445, 445, 445, 445, 1433, 1433, 1433, 1433, 1433, 445, 1433]"
166.70.83.208,-0.0,-0.0,['193.194.76.235'],[5555]
167.249.188.232,-0.0,-0.0,['193.194.76.241'],[23]
167.99.177.210,1.0,-0.0,"['193.194.76.237', '193.194.76.225']","[23, 23]"
167.99.183.111,2.0,-0.0,"['193.194.76.231', '193.194.76.222', '193.194.76.232', '193.194.76.241']","[22, 22, 22, 22]"
167.99.208.109,-0.0,-0.0,['193.194.76.223'],[23]
167.99.212.201,2.807354922057604,-0.0,"['193.194.76.248', '193.194.76.238', '193.194.76.251', '193.194.76.225', '193.194.76.254', '193.194.76.253', '193.194.76.224']","[27017, 27017, 27017, 27017, 27017, 27017, 27017]"
167.99.223.145,-0.0,-0.0,['193.194.76.250'],[23]
